Unnamed: 0,cd_loc,latlong
4418,용호동 용호로197번길 12 부근,"[35.1146431, 129.1116893]"
4419,용호동 용호로197번길 2동동사무소 부근,"[35.1148343, 129.1134427]"
4420,대연동 수영로266번길 10 부근,"[35.1346742, 129.096296]"
4421,용호동 용호로42번길 103 부근,"[35.1222433, 129.1097487]"
4422,용당동 신선대산복로 현대아이파크아파트 부근(횡단보도),"[35.1187566, 129.0990577]"
4423,용호동 동명로163번길 22 부근,"[35.1200203, 129.1152664]"
4424,대연동 유엔로157번길 65 부근,"[35.1331826, 129.0931785]"
4425,용당동 신선로 313-1 부근,"[35.1141352, 129.09538]"
4426,대연동 황령대로319번길 장백아파트 부근,"[35.149428, 129.091]"
4427,용당동 동명로 26 부근(인도),"[35.1189092, 129.0991466]"
4428,용당동 동명로 26 부근,"[35.1189092, 129.0991466]"
4429,대연동 유엔로120번가길 4 부근(곡각/횡단보도),"[35.129802, 129.089619]"
4430,대연동 유엔평화로10번길 송원아트빌 부근,"[35.1337825, 129.0913913]"
4431,용호동 용호로159번길 참사랑안경 부근,"[35.1180903, 129.1117787]"
4432,용호동 용호로269번길 3 부근,"[35.108527, 129.1123873]"
4433,용호동 용호로269번길 7 부근,"[35.1091115, 129.113583]"
4434,대연동 유엔평화로13번길 23 부근,"[35.1339912, 129.0939041]"
4435,용호동 동명로125번길 2 부근,"[35.1200403, 129.1109333]"
4436,용호동 용호로42번길 용호1치안센터 부근,"[35.1255999, 129.1094845]"
4437,용당동 신선대산복로 현대아이파크 부근(횡단보도),"[35.1187566, 129.0990577]"
4438,용호동 용호로159번길 민하헤어샵 부근,"[35.1175952, 129.1136819]"
4439,용호동 동명로145번길 86 부근,"[35.12341809999999, 129.1133566]"
4440,용호동 동명로145번길 82 부근,"[35.1232109, 129.1133417]"
4441,용호동 동명로145번길 76 부근,"[35.12291820000001, 129.1133158]"
4442,용호동 동명로145번길 40 부근,"[35.1212622, 129.1131364]"
4443,용호동 용호로 42번길 화장품물류센타 부근,"[35.1244506, 129.1101676]"
4444,용호동 용호로216번가길 투다리 부근,"[35.111486, 129.1096654]"
4445,용호동 동명로145번길 54 부근,"[35.1219573, 129.1132204]"
4446,용호동 용호로42번길 삼성시장 부근(곡각지),"[35.1230509, 129.1094014]"
4447,용호동 동명로145번길 정이가네 부근,"[35.1215291, 129.1129315]"
4448,용호동 동명로145번길 43 부근,"[35.1215291, 129.1129315]"
4449,용호동 동명로145번길 분포아파트 부근,"[35.1219509, 129.1128063]"
4450,용호동 이기대공원로 환경공단 부근(도로가운데주차),"[35.1322108, 129.1210029]"
4451,용호동 용호로 42번길 삼성시장 부근,"[35.1120354, 129.1085848]"
4452,용호동 용호로216번가길 17 부근,"[35.112339, 129.1103209]"
4453,용호1동 동명로146번길부근,"[35.1158683, 129.1125843]"
4454,감만1동 감만119안전센터부근(횡단보도),"[35.1177262, 129.0805459]"
4455,용호동 동명로118번길 107 부근,"[35.1153772, 129.109671]"
4456,용호동 용호로110번길 미니스탑 부근,"[35.1200095, 129.1099931]"
4457,용당동 신선대산복로 현대아이파크 부근(곡각지),"[35.1119505, 129.1034747]"
4458,대연동 천제등로16번길 현대아파트입구 부근,"[35.1315882, 129.0861697]"
4459,대연동 수영로266번길 왕성부동산 부근(곡각지),"[35.1337439, 129.0985077]"
4460,대연6동 대연2차동원로얄듀크부근(정류장),"[35.1359745, 129.0869157]"
4461,용당동 신선로 233 부근,"[35.1158856, 129.0908752]"
4462,용호동 분포로 아이에스동서 w 부근,"[35.1295917, 129.11584]"
4463,용호동 용호로109번길 33 부근,"[35.1223585, 129.1142835]"
4464,용호동 이기대공원로26번길 환경공단관사 부근(곡각지),"[35.1258233, 129.1149922]"
4465,대연3동 롯데캐슬부근,"[35.1405339, 129.099889]"
4466,용호동 현대비치앞CCTV(직각),"[35.1262281, 129.1083344]"
4467,용호2동 용주로부근,"[35.1155121, 129.115598]"
4468,용호동 동명로132번길 3 부근,"[35.1195056, 129.1113462]"
4469,용호동 동명로132번길 빅세일마트 용호점 부근,"[35.1197289, 129.1111677]"
4470,대연동 용소로28번길 봉구비어 부근(직각),"[35.134764, 129.0997152]"
4471,용호동 분포로 분포문화체육센터(분포도서관) 부근(인도),"[35.132227, 129.1156465]"
4472,남구 용호4동 은하아파트 부근,"[35.1088691, 129.1116679]"
4473,남구 용호3동 광성빌라 부근,"[35.1218121, 129.1143062]"
4474,남구 용호3동 동명로163번길 부근(곡각지),"[35.1202012, 129.1152784]"
4475,남구 용호3동 동명로 부근,"[35.1160861, 129.1146445]"
4476,남구 용호3동 신익타워아파트 부근,"[35.1191458, 129.1180004]"
4477,남구 용호3동 경동아파트 부근,"[35.117544, 129.117855]"
4478,용호동 동명로164번길 아이린하우스 부근,"[35.1167779, 129.1139369]"
4479,남구 감만2동 감만2동주민센터 부근,"[35.1225314, 129.0845603]"
4480,대연동 황령대로492번길 70 부근,"[35.1363979, 129.1044072]"
4481,감만동 우암로 홈플러스 부근,"[35.1215893, 129.0821981]"
4482,용호동 동명로 동부타워 부근,"[35.1182015, 129.1178337]"
4483,감만동 우암로 43 부근(인도/횡단보도),"[35.1144147, 129.0814335]"
4484,용호동 동명로146번길 58 부근,"[35.1161977, 129.112055]"
4485,용호동 동명로146번길 63 부근,"[35.1165598, 129.1120379]"
4486,용호동 동명로146번길 48 부근,"[35.1146185, 129.1116677]"
4487,대연동 용소로8번길 해달콩국수 부근,"[35.1351748, 129.0975514]"
4488,대연3동 경성대부경대역 부근(인도),"[35.1379815, 129.1008275]"
4489,용호동 동명로101번길 동보파크맨션 부근,"[35.1203677, 129.1078346]"
4490,용호동 동명로 33가스 부근(횡단보도),"[35.1198906, 129.1105703]"
4491,용호동 용호로178번길 CU편의점 용호예문점 부근,"[35.1259275, 129.109328]"
4492,문현2동 문현금융로 부근(횡단보도),"[35.1437463, 129.0649666]"
4493,감만동 석포로64번길 선녀탕 부근,"[35.1238562, 129.0880422]"
4494,문현2동 전포대로 부근(횡단보도),"[35.1422239, 129.0672816]"
4495,용호동 동명로145번길 78 부근,"[35.1230055, 129.1133312]"
4496,우암동 유엔로38번길 9 부근,"[35.1269625, 129.0815818]"
4497,용호동 동명로145번길 67 부근,"[35.12256199999999, 129.1130356]"
4498,용호동 동명로92번길 65 부근,"[35.1165675, 129.1076565]"
4499,용호동 동명로145번길 80 부근,"[35.12311, 129.1133359]"
4500,대연동 유엔로120번길 철호국밥 부근,"[35.1298271, 129.0901403]"
4501,문현2동 자유평화로 부근(횡단보도),"[35.1416853, 129.0655157]"
4502,용호동 용호로 132-1 부근(인도),"[35.1204554, 129.111866]"
4503,용호4동 성모정문약국 부근,"[35.1085173, 129.1122084]"
4504,용호동 동명로132번길 46 부근,"[35.1178944, 129.1106014]"
4505,용호동 용호로159번길 41 부근,"[35.11768989999999, 129.1139336]"
4506,감만동 석포로26번가길 38 부근,"[35.1219952, 129.0864936]"
4507,문현동 수영로 문현4동 새마을금고 부근,"[35.1360318, 129.0695877]"
4508,용호동 용호로198번길 2 부근,"[35.1148159, 129.1108273]"
4509,대연동 유엔로157번길 55 부근,"[35.1326771, 129.0932628]"
4510,용호동 용호로 175 부근,"[35.1165713, 129.1112767]"
4511,용호동 동명로145번길 66 부근,"[35.1225339, 129.1133489]"
4512,대연동 황령대로319번길 52 부근,"[35.1499354, 129.0915214]"
4513,감만동 우암로 108 굿모닝부동산 부근(횡단보도),"[35.1198305, 129.0812067]"
4514,대연동 유엔로 204 나주곰탕 부근(횡단보도),"[35.1297532, 129.0986164]"
4515,대연동 수영로 일동지에닌 부근(횡단보도),"[35.1354211, 129.089447]"
4516,용당동 신선로 403 부근,"[35.1214205, 129.0980503]"
4517,대연동 용소로7번길 68 부근,"[35.1380695, 129.1036616]"
4518,감만동 양지골로 감만마을버스종점(부경대 후문) 부근,"[35.1153706, 129.0859562]"
4519,용호동 용호로159번길 별난주점 부근,"[35.11768199999999, 129.1149081]"
4520,용호동 용호로159번길 성민교회 부근,"[35.1181459, 129.1163339]"
4521,용호동 용호사거리CCTV(인도/곡각),"[35.1196179, 129.1120565]"
4522,대연동 용소로13번길 26 부근(곡각지),"[35.1376077, 129.1035786]"
4523,용호동 용호로159번길 46 부근,"[35.1173612, 129.1139927]"
4524,대연동 홍곡로 남광시장 입구,"[35.1239225, 129.0887252]"
4525,대연동 진남로 17-13 부근,"[35.1366098, 129.0908607]"
4526,문현동 수영로 문현성당 부근,"[35.1364078, 129.0731222]"
4527,대연동 용소로40번길 비주얼박스 부근,"[35.1339012, 129.1008282]"
4528,용당동 신선로 고향집칼국수 부근,"[35.1212035, 129.0981297]"
4529,용당동 유엔평화로143번길 뚜레쥬르 부근(횡단보도),"[35.1242066, 129.0976345]"
4530,용호동 용호로197번길 싱싱공인중개사 부근,"[35.1146385, 129.1133622]"
4531,용호동 용호로42번길 17 부근,"[35.1261051, 129.1091447]"
4532,용호동 동명로101번길 현대비치 부근,"[35.1262281, 129.1083344]"
4533,문현2동 무지개다리 부근(횡단보도 위),"[35.142535, 129.064253]"
4534,용호동 용호로159번길 부산시범공단 부근,"[35.1173078, 129.1165612]"
4535,용호동 용호로231번길 솔 유치원입구 부근,"[35.1141049, 129.1160096]"
4536,용호동 동명로132번길 112 부근,"[35.1148072, 129.1101097]"
4537,대연동 유엔평화로4번길 63 부근,"[35.13425429999999, 129.0883791]"
4538,용당동 신선로 329 부근,"[35.1134238, 129.0931695]"
4539,문현동 우암로362번길 9 부근,"[35.1341058, 129.067684]"
4540,대연동 용소로 4 동아서적 부근(횡단보도),"[35.1367667, 129.1000351]"
4541,용호동 용호로159번길 대창건강원 부근,"[35.11768199999999, 129.1149081]"
4542,감만1동 우암로 72 부근,"[35.1169125, 129.0812284]"
4543,대연동 못골로12번길 대연교회 부근,"[35.1350322, 129.0842253]"
4544,용호동 용호로42번길 68 부근,"[35.123877, 129.1098005]"
4545,용호동 백운포로 남구 실내 빙상장 입구 부근(횡단보도),"[35.1036856, 129.1094212]"
4546,용호동 용호로 193 부근(정류장),"[35.1150685, 129.1112015]"
4547,용호동 용호로252번길 3-2 부근,"[35.1096378, 129.1112813]"
4548,대연1동 유엔로157번가길 부근,"[35.1321438, 129.0935301]"
4549,대연동 파크푸르지오CCTV(인도/횡단보도),"[35.1298105, 129.0913635]"
4550,용호동 용호로197번길 김미정헤어 부근,"[35.1146183, 129.1142823]"
4551,용호동 솔밭공원부근CCTV(인도/곡각/횡단보도),"[35.1155121, 129.115598]"
4552,문현동 지게골로 부산동교회(공사현장) 부근(곡각지),"[35.1348357, 129.0721278]"
4553,용호2동 백운포로 부근,"[35.1032181, 129.1107372]"
4554,용호동 용호로159번길 97 부근,"[35.1174761, 129.1161094]"
4555,감만동 우암로 92 부근(인도),"[35.1187202, 129.0807784]"
4556,용호동 동명로145번길 102 부근,"[35.1241449, 129.1134202]"
4557,용호동 용호로42번길 현대비치 부근,"[35.1262281, 129.1083344]"
4558,용호동 동명로 182 부근(인도/횡단보도),"[35.1185439, 129.1165342]"
4559,용호동 용호로42번길 21 부근,"[35.1258473, 129.1094213]"
4560,용호동 용호로159번길 용산초등학교 부근,"[35.11650700000001, 129.116278]"
4561,용호2동 용호로197번길 부근,"[35.1148343, 129.1134427]"
4562,용호동 용호로159번길 66 부근,"[35.1171109, 129.1151423]"
4563,용호동 용호로123번길 19 부근,"[35.1213554, 129.1132923]"
4564,문현2동 이마트 부근,"[35.1443594, 129.0642591]"
4565,대연3동 우석정비 부근,"[35.1347551, 129.1004736]"
4566,용호1동 신협 부근,"[35.1260905, 129.1085578]"
4567,대연동 수영로208번길 대연충전소 부근,"[35.1347268, 129.0896415]"
4568,대연동 못골번영로 웰빙약국 부근(이중주차),"[35.13550439999999, 129.0852252]"
4569,용호동 동명로 120 부근(인도/횡단보도),"[35.1199525, 129.1099897]"
4570,문현2동 삼정빌라 부근,"[35.1420661, 129.0651005]"
4571,용호동 동명로 120 부근(횡단보도위),"[35.1199525, 129.1099897]"
4572,용호동 용호로197번길 35 부근,"[35.1148343, 129.1134427]"
4573,용호2동 부산은행 부근,"[35.1193535, 129.1121539]"
4574,용호3동 동림하이츠 부근,"[35.1184792, 129.1144451]"
4575,용호동 동명로118번길 105 부근,"[35.1154889, 129.1096813]"
4576,대연동 수영로 239 대연약국 부근(인도),"[35.1353134, 129.0927991]"
4577,용호동 용호로42번길 84 부근(인도/횡단보도),"[35.1231964, 129.1097123]"
4578,용호동 용호로42번길 84 부근(인도),"[35.1231964, 129.1097123]"
4579,용호2동 새마을금고 부근,"[35.1146462, 129.112251]"
4580,대연동 수영로266번길 106 부근,"[35.1325584, 129.0999971]"
4581,감만동 양지골로 호성정비 부근,"[35.110791, 129.0853792]"
4582,감만동 우암로 43 부근,"[35.1144147, 129.0814335]"
4583,대연1동 평화공원 분수대 부근,"[35.1269223, 129.1008906]"
4584,용호동 용호로231번길 동산그린빌라 부근,"[35.1142852, 129.1150563]"
4585,감만동 무민사로 40 부근,"[35.1135789, 129.0816605]"
4586,감만동 무민사로 선진카센타 부근,"[35.1132773, 129.0813901]"
4587,용호동 용호로232번길 83 부근,"[35.1106981, 129.1096188]"
4588,용호3동 용호중학교 부근(인도),"[35.1192569, 129.1168616]"
4589,용호동 동명로 동부타워 부근(곡각지),"[35.1182015, 129.1178337]"
4590,용호동 용호로216번길 18-3 부근(횡단보도),"[35.1132169, 129.1099346]"
4591,감만동 홍곡로 탑마트 감만점 부근,"[35.1162288, 129.0818094]"
4592,대연동 수영로 261 부근(교차로 모퉁이),"[35.1356633, 129.0950671]"
4593,문현동 문현로 43-7 부근,"[35.1432748, 129.0737954]"
4594,용호동 용주로 62-1 부근(곡각지),"[35.1125699, 129.114827]"
4595,용호동 동명로170번길 117 부근,"[35.1137015, 129.1147865]"
4596,용호동 동명로170번길 동산그린빌라 부근,"[35.1142852, 129.1150563]"
4597,용호동 동명로170번길 33 부근(횡단보도),"[35.1173408, 129.1150357]"
4598,용호동 용주로 62 부근,"[35.1125699, 129.114827]"
4599,용호동 용주로 60 부근,"[35.1191009, 129.1150674]"
4600,대연동 진남로 맛나리김밥 부근(안전지대),"[35.1378978, 129.0891006]"
4601,대연동 황령대로492번길 15 부근(인도),"[35.1375385, 129.1067434]"
4602,우암동 유엔로 14 부근,"[35.1255961, 129.0797468]"
4603,대연동 못골로41번길 고봉민김밥 부근(곡각지),"[35.1360907, 129.0872449]"
4604,용호동 동명로176번길 32 부근(횡단보도),"[35.1173275, 129.1154096]"
4605,용호동 동명로170번길 34 부근(횡단보도),"[35.1173932, 129.1148269]"
4606,용호4동 태왕건물 부근,"[35.1132018, 129.1104452]"
4607,대연동 유엔로 201 부근(교차로 모퉁이),"[35.1303935, 129.0982838]"
4608,용호동 동명로 167 부근,"[35.1191051, 129.1152068]"
4609,용호동 동명로 165 부근(곡각지),"[35.1191207, 129.1149788]"
4610,용호동 동명로 111 부근(교차로 모퉁이),"[35.120329, 129.1093289]"
4611,용호동 동명로 160 부근(횡단보도),"[35.1190313, 129.1142096]"
4612,용호동 동명로 87 부근(인도),"[35.1193475, 129.1068538]"
4613,용호동 용호로 197 부근(정류장),"[35.1146365, 129.1112241]"
4614,대연동 용소로7번길 부경주차장 부근,"[35.1316167, 129.0968914]"
4615,용호동 동명로101번길 34 부근(교차로 모퉁이),"[35.121366, 129.1078992]"
4616,용호동 용호로 252 부근(교차로모퉁이),"[35.1098666, 129.1112976]"
4617,용호동 동명로 171 부근,"[35.1190077, 129.1156048]"
4618,감만동 무민사로 34 부근,"[35.1132048, 129.0817608]"
4619,대연동 파크푸르지오CCTV(곡각/직각/횡단보도),"[35.1298105, 129.0913635]"
4620,용호동 용호로231번길 73-6 부근,"[35.1125995, 129.1154297]"
4621,용호동 동명로146번길 60 부근,"[35.1169419, 129.1118478]"
4622,대연동 유엔평화로13번길 33 부근,"[35.1339912, 129.0939041]"
4623,용호동 동명로101번길 34 부근,"[35.121366, 129.1078992]"
4624,문현동 고동골로 138 부근,"[35.143531, 129.0738094]"
4625,용호동 용호시장 앞 CCTV(곡각/횡단보도),"[35.1150231, 129.1126769]"
4626,대연동 수영로 298 부근(횡단보도),"[35.136589, 129.0990506]"
4627,용호동 용주로 53 부근,"[35.1131589, 129.114099]"
4628,대연동 부산은행건너편CCTV,"[35.1348935, 129.0922523]"
4629,용호동 동명로118번길 2 부근(횡단보도),"[35.1200193, 129.1097789]"
4630,용호동 용호로197번길 용호2동시장 부근(곡각지),"[35.1150231, 129.1126769]"
